text	label
Prica se podijeljena između sluškinje i flashbackova , koji pokazuju vrijeme kada su građanske slobode zena bile uklonjene i svi su mislili da je to nešto sto će proći .	1
Moguće je da ima veze s vodstvom Otta Bathursta u njegovom redateljskom debitantskom filmu .	1
Redatelj : Ridley Scott	1
Sada , ako ste obožavatelj punog akcijskog filma ipak , treba podsjetiti da unatoč trajanju od 2 sata , akcije , neizvjesne sekvence možda neće biti dovoljno zadovoljavajuće .	0
Što se tiče zarade , film je skupio više od 114 miliona širom svijeta na budžet od 58 miliona .	1
Bayona	1
Nakon smrti supruga Rendela Lockea , Nine ( Darby Stanchfield – Scandal TV serija itd . )	1
Kako je priča napredovala , predstavljali bi se različiti likovi u filmu za koje sam mislio da su učinjeni na adekvatan način , ali ne mora zadovoljavati one koji “ moraju ” imati pravilan i duboki razvoj karaktera .	3
U filmu su se zbivanja pratila isključivo iz ljudske perspektive , dok se u seriji uvodi perspektiva samih androida ili , kako ih Delosovi tehničari zovu “ domaćina ” .	1
Film se isuviše bazira na akcionim sekvencama i specijalnim efektima te kao takav je gledljiv i mogao bi se preporučiti , ali čisto kao ljetna akciona poslastica za jedno gledanje dok kao reboot odnosno nastavak megapopularne frašnize , ovo je možda čak gore i od trećeg veoma lošeg nastavka jer ne bježi od najvećeg mogućeg broja klišeeiziranih momenata za akciono-avanturističke filmove i dok humorom pokušava sve te nedostatke nadoknaditi , primjetit ćete i sami da mu to ne ide baš od ruke .	3
Redatelj : J.A .	1
Kao iu svim filmovima iz Marvela , ovaj je također imao 2 srednje krajnje kreditne scene , a druga je također vrlo smiješna i ne bi trebalo da se propusti .	2
I bilo je vrlo tužno da Daniels link ne izgleda previse uvjerljivo kao ženska heroina , mnogo manje ako bi ste uspoređivali sa Sigourney Weaver kao Ripley , ali opet , to je moje mišljenje .	0
Nekom studiju , nekom producentu ili filmadžiji ponesta originalnih ideja , a uz to i novca , pa sjeti se da bi mogao snimiti nastavak na veoma popularnu ‘ Alisu ’ iz 2010 . godine , koja je tada zaradila više od milijardu američkih dolara .	0
Hrvatska 13.12.2018 .	1
Neki od tiših trenutaka , koji uključuju i pobjednike pokupljališta Nifffler ( malo slatko glodavo stvorenje ) , bogomoljka koja se zove Pickett koji se vjerno drži Newtu kao ljepilo , a lav poput mačke Zouwu koji se pretvara u mačića kada se igračka mahne ispred očiju , nude i neke pamtljive CGI efekte .	1
Kako bi uhvatio Robina kojeg su ljudi poznavali samo kao The Hood .	1
Trailer Serije :	1
Trajanje filma : 02 : 08 : 00	1
To je sve što je Emoji Movie želio biti .	1
I budući da sam vidio ovaj film s Dolby Atmos sustavom zvuka , također je dalo više uzbuđenja tijekom neizvjesnih prizora dinosaura koji prijete životu naših protagonista .	2
Umjesto da tako mijenja svoj izgled , mnogo više bi mu pomoglo da se potrudi glumiti onako kako znamo da može .	0
To je prilično uzbuđenje i vizuelni efekti su bili dobro iskorišteni .	2
Ostatak glumačke ekipe je solidan , posebno napomenuti Edgar Ramirez , no uistinu bismo voljeli da se i glavni glumac mogao malo više potruditi .	3
Redatelj : Christian Rivers	1
” Alisa i začarana ogledala ” nisu film za baciti , donekle su zanimljivi i zabavni i ima nostalgičnih trenutaka koji vraćaju šest godina unazad , dok je meni bilo tek petnaestak godina , kada mi je prvi dio bio izuzetan , pa sam ga pogledao više puta , no nedostatak rediteljske palice Burtona , ofirno emotivan zaplet i pokušaj da se unese više tragičnosti i mračne atmosfere u priču , rezultirala je jednim mlakim i plitkim filmom .	3
Srbija 31.10.2019 .	1
koji je znao mnogo o staroj tehnologiji i voli čuvati stvari prikupljene kad je London zarobio druge gradove .	2
Godina 2017	1
Bio je pun smiješnih trenutaka od početka do kraja .	2
Žanr : Akcija , Animirani , Avantura	1
Stoga ne bi trebalo biti iznenađenje što je ovaj film imao tako snažan izvorni termin za Terminator .	1
Žanr : Fantazija | Akcija | Avantura	1
Hrvatska 18.05.2017 .	1
plus najmlađi Bodea ( Jackson Robert Scott ) preseli se u Rendell-ov stari obiteljski dom zvan Keyhouse u malom gradu Mathesonu .	1
Ali njegov tempo guranja u tematske detalje čija važnost postaje jasna tek kasnije u filmu – ponekad i puno kasnije .	0
The Circle ( 2017 )	1
Producent : James Cameron , Charles H . Eglee , Josh Friedman , David S . Goyer , Justin Rhodes , David S . Goyer , Justin Rhodes , Billy Ray	1
ali i kod većine kritičara .	0
Producent : Jill Culton	1
Trajanje filma : 01 : 00 : 00	1
Imao je sastojke uobičajenih filmova stranih franšiza i režirao ga je Ridley Scott , koji je također režirao originalni film Alien , kao i Prometej .	1
Doom Patrol ( Sezona 1 ) 2019 ( TV SERIES ) Recenzija Serije	1
Žanr : Akcija | Avantura | Triler	1
Cjelokupni scenario ne održava bas strast glavnog glumca , i to bi mogao biti razlog za njegove manje performanse od Sterlinga .	0
Potreban je određeni talent za igranje simpatičnog negativca i to je nešto sto je ona odigrala ozbiljno i bez pardona .	2
Slatko dijete sprijateljuje se s Fingerbone Billom ( autohtoni glumac Trevor Jamieson koji je karizmatičan i razoružavajući ) .	2
Oh i obavezno pokušajte da saznate ko je prikazao 1 mutant koji se naziva Vanisher .	1
Hrvatska 17.05.2018 .	1
S druge strane je relativno jednostavnu priču u trajanju od sat i pol vremena trebalo rastegnuti na najmanje 10 - 12 sati , ubaciti malo “ jače ” likove , intrigantnije podzaplete , i “ dublje ” sadržaje , i sve to uz završnicu koja bi od svega načinila kakvu-takvu zaokruženu cjelinu , a istovremeno pružila i cliffhanger dovoljno za drugu sezonu .	1
IMDB Ocjena Filma : 6.2 / 10	1
Sve u svemu , zabavljao sam se gledajući ovu seriju .	2
Hrvatska 22.11.2018 .	1
Ovdje nije bilo puno dramatičnih trenutaka , a sve se činilo da je požureno ( ali nije loše za mene ) .	3
Producent : Philip Reeve , Peter Jackson	1
) , Bedlam ( Terry Crews – The Expendables series , Blended etc ) i nekoliko drugih .	1
Za mene i moju djevojku , istinski smo se zabavljali tijekom čitavog filma .	2
Godina : 2018	1
Datum izlaska : 25 . 03.2018	1
Sve odgovore pronađite u ovom filmu s neizvjesnim radnjama .	1
Tom nije imao drugog izbora nego se pridružiti Hesteru u lutaju van svijeta , jer je izgledalo da je pratila njene nevidljive vojnike nazvane Shrike ( Stephen Lang – Avatar itd . ) .	1
To je dobro zaokruženo filmsko iskustvo .	2
U kinima od :	1
Zemlja : Engleska , SAD	1
IMDb.com mu daju 6,8 / 10 a Tomatoesi 74% .	1
Mnogi su upoznali i voljeli prekrasnu maštu JK Rowlinga kroz knjige i filmove prikazane kroz franšizu Harryja Pottera .	2
Za par simpatičnih ( ne smiješnih , samo simpatičnih ) dosjetki na račun policajaca i za odličan preokret , skidam kapu na originalnosti , ali vraćam tu istu kapu kad shvatim u šta se pretvorio Jack Black .	3
U kinima od :	1
Ona je tiha , poslušna sluškinja za javnost , ali u njezinom umu ona je prkosna i snažne volje .	2
Također mi se svidjela deveta epizoda koja je , čini se , bila postavljena za veliko finale sezone .	2
Rođen je u Njemačkoj obitelji i govorio je samo njemački jezik sve dok nije pohađao školu .	1
Dakle , ako ste ljubitelji filmova Terminator ( posebno prvog i drugog filma ) , ovaj bi vas definitivno zadovoljio .	2
Ovo je mjesto gdje je priča počela postati zanimljiva i neizvjesna jer bi imala puno vise od onoga za sto su pregovarali .	1
Godina 2015	1
Oni koji traže takvu kvalitetu u filmu ne bi trebali biti razočarani .	2
Ridley Scott je reditelj filma , kojeg sam već pomenuo , a dva debakla koja je doživio prošle i pretprošle godine su ‘ Exodus : Gods vs .	1
Naravno , sve do trenutka kada stvari u parku krenu katastrofalno krivo te se androidi svoju fizičku i drugu superiornost iskažu tako što iznenada počnu masakrirati goste .	0
Zajedno otkrivaju da su lovci na tom području nemilosrdno pucali na pelikane na plaži .	0
Zaplet filma je sekundaran za humoristične likove .	1
Jedan u top deset najočekivanijih iz mnogih razloga .	2
Robin Hood Početak	1
Fantastic Beasts : The Crimes of Grindelwald	1
Datum izlaska : 23.10.2019 ( svjetska premijera )	1
Stoga nije bilo iznenađenje da su se specijalni efekti filma činili maksimalno dobri .	2
Sluškinje ne moraju čitati , postavljati teška pitanja ili biti teške , ako ne žele biti progurane u Kolonije kako bi čistile toksični otpad dok ne umru .	1
The Great Wall ( 2016 )	1
Zaradom je premašio sva očekivanja jer je zaradio više od 572 miliona dolara na budžet od 108 .	2
Ako tražite ovu vrstu filma , vjerojatno biste mogli uživati .	2
Zemlja : Australija	1
U ovom nastavku su bili posve nezaboravni .	2
i ostali koji su se osjećali privrženima dinosaurima pokušali su ih spasiti od izumiranja , uz pomoć nekih ljudi koji su dijelili iste stavove , kao što je Franklin IT stručnjak ( Justice Smith – , The Get Down TV serije itd . )	1
Redatelj : Simon Beaufoy	1
Steina , nakon što su oslobođena čudovišta koja žive u njegovim knjigama .	1
Osobno sam mislio da je fantazija možda bolji pojam .	1
I Kinsey ( Emilia Jones – Brimstone itd . )	1
Glavne uloge : Bryce Dallas Howard , Matthew McConaughey , Toby Kebbell	1
Em se bavi temom koja mene užasno zanima , em dolazi od reditelja koji je u zadnja dva filma zamalo uništio svoju reputaciju ali su najavili ‘ Marsovca ’ kao njegov povratnički film , pa je marketing bio i više neophodan , a dobre kritike su već odradile pola posla .	2
Olge Kurylenke koja igra tajanstveni “ ljubavni interes ” kao u bilo kojem drugom špijunskom filmu .	1
Dok ga Bill uči autohtonim vrijednostima , Michael postaje ekološki svjesniji .	2
Čudesna žena 1984 također utjelovljuje optimizam koji je prijeko potreban u godini kao što je 2020 .	2
Prvih dvadeset do trideset minuta filma bile su donekle slabe .	0
Datum izlaska : 4 February 2017	1
Žanr : Akcija , Avantura , Fantazija	1
Film je dakle baziran na istoimenoj knjizi i radnja se odvija uporedo , kako na Marsu tako i na Zemlji .	1
Uz projekte kao što su The Darkest Minds i Beach Rats pod njegovim pojasom , Harris Dickinson postaje sve poznatiji ovih dana .	2
Bilo je i nekoliko kratkih akcijskih sekvenci , ali za mene je to bilo uistinu zadovoljavajuće jer je vrhunac bio spektakularan s nekim iznenađenjima na putu .	2
Godine 2016 . navijači su oduševljeni kad su vidjeli da se njezini kreativni radovi ne zaustavljaju s avanturama Harryja Pottera kada je na veliki ekran stigao životni roman FANTASTIC BEASTS AND WHERE TO FIND THEM .	2
Hrvatska 07.03.2019 .	1
Hrvatska 26.01.2017	1
Sama primjesa price svakako bi trebala da bude zanimljiva , ali Gaghan je toliko zarobljeni u svojim uobičajenim narativima mehanike da cijela priča ubrzo izgubi smisao .	0
Riječ je o nježnom prijateljstvu između dječaka i pelikana .	2
Ovo je definitivno film koji je vrijedan gledanja više od jednog puta , jer je tako prepun referenci koje ćete bez sumnje uhvatiti svaki put .	2
bilo je lijepo za vidjeti , budući da je dosta vremena bio Bough taj koji je mogao izvesti Johnnyja iz nevolja .	2
Jedan od najvećih osjećaja bila je velika eksplozija sa nevjerojatnim zvučnim efektom .	2
Međutim , nakon što smo ušli u film , uskoro ćemo odmah biti zadivljeni nevjerojatnom idejom grada koji se mogao premjestiti i uhvatiti druge gradove .	2
oni su uključili pomoć drugih mutanata koji su se sastojali od Domina ( Zazie Beetz – Atlanta TV serije itd .	1
Kad djevojka shvati da mu mora pomoći da ga ponovno spoji sa svojom obitelji , kreće na put koji joj mijenja život jer nikad neće biti isti kad to zaključi .	1
Redatelj : Otto Bathurst	1
U konačnici , dok sam utvrdio da će određena značajka biti izuzetno prosječna , iako s lijepim dizajnom i nezaboravnim nastupom Christophera Plummera , Trust inzistira mnogo više interesa u priči o Getty sagi , ima privlačniji stil , a uz korist od deset serijskih epizoda , to je mnogo više informacija .	3
Na moje iznenađenje , donio je neki kratki šaljivi smisao za nas gdje bismo se mogli malo nasmijati zbog njega .	2
Zemlja : Francuska , Engleska , SAD	1
Trajanje filma : 01 : 44 : 00	1
Zanimljiv i intrigantan , možda za djecu , te ovo njima i mogu preporučiti .	2
Datum izlaska : 16 October 2015 ( USA )	1
Trajanje filma : 02 : 31 : 00	1
Ovo će zadovoljiti ljubitelje Batmana svih uzrasta i ljubitelja komedije u cjelini .	2
Bilo je malo čudno , pošto sam primijetio iz najveće baze podataka o filmovima , trebao bi imati Dolby Atmos zvučni sustav .	1
Međutim , uglavnom je radio na televizijskim programima .	1
Još jedna tačka koju želim naglasiti jest da od 15 - tero člavnova posade ovdje mislim da se većina njih nije izdvojila , osim Tennesseejevog karaktera i naravno Waltera .	3
Korištenje usporenog pokreta kada prelazi preko pijeska s gospodinom Percivalom zaključuje dragocjenost njihovog vremena zajedno .	2
Svibanj 2016 .	1
Filmske Recenzije	1
Ovaj se film nije smatrao kao Terminator 3 - 5 i smatrao se izravnim nastavkom Sudnjeg dana .	1
U kinima od :	1
B i H 18.05.2017 .	1
Mogli smo se smijati tijekom cijelog filma i osjetili smo sreću nakon što smo vidjeli film .	2
Mackenzie Davis i Diego Luna savršeno su prikazali svoje uloge i pokazali svoju sposobnost djelovanja .	2
Dodatnu zbrku neće izazvati samo iskrivljenost perspektive “ domaćina ” , izazvana time da su sami podložni stalnom brisanju i promjeni sjećanja , nego i to da se radnja odvija u nekoliko različitih vremenskih razdoblja , pa za pojedine scene nije jasno da li se događaju u sadašnjosti , prošlosti ili predstavljaju nečiju halucinaciju i lažno sjećanje .	0
S takvim moćnim neprijateljem , Wade je osjetio da se ne može boriti za Cable sam .	1
Titlovan Trailer Filma :	1
Strahovski igra Serenu čvrstu i hladnu , ali ranjivu kad je niko ne gleda .	1
Ralph ruši Internet : Krš i lom 2 ( 2018 )	1
47 METERS DOWN UNCAGED ( 2019 )	1
Krupni planovi hrane pripremljeni za pelikane i proces hranjenja pokazuje intenzitet Michaelove brige za njih i njegovu emocionalnu vezu od njihovog otkrića .	2
Nisam znao ništa o ovom filmu , a trailer koji se činio pun akcije korišćenjem specijalnih efekata , nije mi pomogao da bolje razumijem .	3
Žanr : Akcija | Avantura | Fantazija	1
Osim loših igranih filmova , godišnje se mora ispuniti i kvota loših animiranih filmova , a neki od njih moraju izgledati ovako jeftino i retardirano , čisto da se , haman zaprepastimo , da nam zaintrigira psihu i dušu i srce sam reditelj koji se usudio i plasirao ovako nešto u javnost .	0
Pronađite ih sve u ovom smiješnom špijunskom filmu .	1
Ima dosta boja , talijanske lokacije izgledaju prekrasno .	2
Smetalo mi je i to što u konačnici nisam mogao izdvojiti niti jedan drag lik , a niti jedan performans vrijedan hvale , ali izuzeci su svakako ” negativci ” , odnosno čudovišta iz knjiga , poput lutke trbuhozborca , zločestog Snješka Bijelića , malih zlih patuljaka iz dvorišta itd .	3
Bilo je istovremeno jezivo i zabavno .	3
“ Ovo vam se sada ne može činiti običnim , ali nakon nekog vremena to će biti ” Govori od tetke Lydie , nije riječ o zastrašenijim riječima jer to zvuci previse poznato u našoj trenutnoj klimi .	1
Ja sam bio prilično apsorbovan s filmom i pričvršćen na sjedalo zbog gotovo neprestanih uzbuđenja .	2
Glavne uloge : Ryan Reynolds , Josh Brolin , Morena Baccarin , T.J .	1
Da , ovaj film uspijeva koristiti plasman proizvoda na način koji je duhovit i ironičan .	2
Pa definitivno smo mogli imati nekoga drugog , jer on je prošle godine bio u svemiru , zaglavljen naravno , samo što je uprskao priliku da se vrati ( aludiram na Interstellar ) tako da nam je trebala biti pružena prilika da nekog drugog gledamo u ulozi astronauta koji tri godine i više pokušava opstati na nenasljenoj planeti .	0
Kad se to ima u vidu , ovdje moram napomenuti još jedan film koji morate uzeti u obzir i morate shvatiti da ne znamo što bi se dogodilo s Everestom da ga je pronašao netko drugi .	1
Ostatak filma je preplavljen smijehom i akcijom – čarolijom koju je original iznenađujuće zarobio .	2
Iako mnogi možda neće moći gledati Wonder Woman 1984 na velikom kazališnom platnu , to služi kao podsjetnik na to koliko iskustvo gledanja filma može biti zabavno , radosno i čarobno .	2
) .	1
Hopkinsov je nastup , pak , u velikoj mjeri zasjenjen Jeffreyjem Wrightom koji je izvrstan u ulozi Fordovog prijatelja i dugogodišnjeg suradnika Bernarda Lowea , čiji je radoholičarski životni stil posljedica osobne tragedije .	2
B i H 07.03.2019 .	1
Red Queen , kao što je bila fenomenalna u prvom dijelu , u ovom također ne zaostaje .	2
Tennesse , Ricks ( Jussie Smollett – Empire TV series ) i Upworth ( Callie Hernandez – Blair Witch , La La Land etc ) ostali su čuvati leđa , dok su Oram , Daniels , Walter , Lope , Faris i ostatak posade spustili na planet .	1
Nemojte me prijavljivati policiji jer vjerujem da će se sličan osjećaj javiti kod vas .	1
Može se pokazati kao pomalo oportunističkim preprekama s poteznim motivima s vremena na vrijeme .	0
Ali posljednje 2 - 3 epizode bile su prilično sjajne .	2
S druge strane , u seriji ima daleko više golotinje , a ona je ovaj put , čak bi se moglo reći , i opravdana ; to se odnosi na “ domaćine ” koje je iza scene daleko lakše popravljati i održavati ako nemaju ništa na sebi , a u jednoj od scena čak i jedan lik nastoji to opravdati na način koji se može protumačiti kao preventivni odgovor autora serije puritanskim kritičarima .	1
Odmah sklapa prijateljstvo sa novom susjetkinjom , ali njen otac to ne dozvoljava i ponaša se isuviše misteriozno i čudno , pa to odmah zaintrigira mladog došljaka .	3
Tek smo prve sezone dobili prikaze vrlo malo njih što ih čini još uzbudljivijim i intrigantnijim budućim sezonama .	3
Bilo je osjećaja Spiderwickove kronike o seriji , pogotovo kad se priča fokusirala na Bode istražujući kuću .	1
U ovom filmu bilo je dosta likova , ali neki su bili prikazani u drugom dijelu .	1
Pored toga , odnos dva brata u filmu prikazan je na jedan veoma čudan način jer izgledaju mnogo hladno i ascoijalno su nastrojeni da će vam biti žao kada shvatite kako su se stvari promijenile od prvog ‘ Jurskog parka ’ kada ste bez miganja , uz treptaj i strah gledali napadanje ovih zvijeri .	0
London je bio jedan od onih gradova koji se zove “ Traction ” , koji bi mogao uhvatiti manje gradove i prikupljati sredstva .	1
Oni nam pokazuju šta se događa u tom području i otkrivaju da su nakon stjecanja novca otkupili 80% svih glavnih trgovina drogama – financira Getty !	1
Postojalo je i klasično završavanje filma Alien koji bi bio pozadina budućeg nastavka .	1
No iako su teme filma možda pretjerano objašnjene , stvarna izgradnja svijeta puno se brže prekriva .	3
Godina 2017	1
Wow , ovaj film je zaista isporučen .	2
Grad u kojem su svi avioni “ usidreni ” bili uvelike stvoreni , ali postojala je jedna scena statičnog grada , za koju sam mislio da je malo slabo učinjena i izgledalo je tako očito da je računar napravio .	3
Oni više nisu tek obični strojevi , nego je nastojanje da ih se učini što sličnijim ljudima dovelo do toga da dobiju sjećanja , a s vremenom razviju i nešto nalik na svijest te počnu postavljati pitanja o pravoj prirodi i svrsi svoga postojanja , čiji će odgovor dovesti do završnice koju sugerira u trailerima i tokom serije često navođen Shakespeareov citat o “ nasilnim užicima koje dovode do nasilnih svršetaka ” .	1
Odnos između junaka i zlikovaca je kljucni element za bilo koju strip priču .	1
Srbija 03.01.2019 .	1
Svakako sam uživao u prizorima gdje su Domino , Deadpool i Cable u gradu bili apsolutno uzbudljivi .	2
) , Robin je odlučio pljačkati bogate , ali s ciljem da povrijedi šerifa i sazna ko su bili ljudi iza njega .	3
On se brine za njih i naziva ih gospodin Ponos , gospodin Ponder i gospodin Percival .	1
Prije nego što sam zaboravio , moja djevojka i ja čekali smo do kraja završetka kreditne scene .	1
Godina : 2017	1
Svi likovi su ujedinjeni gubitkom u svom životu , a predstave pokazuju kako ih tragaju njihove prošlosti .	1
Osim mnogih drugih , to bi bile glavne misli koje vam padaju na pamet nakon gledanja kinesko-američke produkcije apsolutno obožavajućeg “ Abominable ” .	1
Od davno sam bio obožavatelj priča o Robin Hoodu .	2
Jednog dana Michael otkriva tri pelikana .	1
ne cine zanemarljiv prirode parcele.Postoje neki neočekivani prekrati na kraju , ipak .	3
Otok fantazija ( 2020 )	1
U konačnici je oprostivo , ali može dovesti do toga da neki gledatelji budu frustrirani pričom i / ili korakom Wonder Woman 1984 .	3
Kao Duncan Locke , Sherri Saum ( TV serije Fosters itd . )	1
Moja djevojka je također osjetila da je Jurassic World više bio po njenom ukusu , uglavnom zbog uvođenja raptora kada su obučavali Owena u tom filmu .	2
) , Johnny English započeo je istragu koja bi ih dovela do sumnjive žene pod imenom Ophelia ( Olga Kurylenko - Hold Your Breath , The November Man ) .	1
IMDB Ocjena Filma : 7.2 / 10	1
I nije trebalo dugo da tajnovitost i magija počnu s prvim pronađenim ključem .	2
To moraju pogledati ljubitelji prvog filma Wonder Woman , posebno u pogledu Dianinog odnosa prema čovječanstvu .	2
B i H 29.11.2018 .	1
Za razliku od All the Money in the World , koji se malo trudio da kondenzira veliku priču u dugotrajnu izvedbu .	0
Sve odgovore pronađite u ovom apsolutno zabavnom filmu .	1
Kako je priča napredovala , upoznali smo više ostalih ljudi i interakcija između Bodea i dame / Dodge bila je zaista vrhunac , posebno u prve 3 ili 4 epizode .	2
Jai Courtney čini Toma više od roditelja koji ne odobrava .	1
Nakon istraživačke misije , posada svemirskog broda ostavlja Marka Watneya samog na Marsu misleći da je umro nakon oluje koja je pogodila prostor na kojem su istraživali .	0
Odličan film koji može biti samo najbolji Batman film pusten u kina .	2
Srećom , Diana se ponovno spojila sa svojim davno umrlim dečkom Steveom Trevorom ( Chris Pine ) , koji je podsjeća na potrebu za emocionalnom vezanošću .	2
Jonathan Nolan , koji je zajedno sa suprugom Lisom Joy osmislio seriju , je imao i lagan i težak zadatak .	1
( Edgar Ramirez ) .	1
Može li ova grupa ljudi spasila sve preostale dinosaure od drugog izumiranja ?	1
Tijek filma bio je vrlo brz , ali tu i tamo su povremeno bili sporiji i dramatičniji prizori .	1
Kinsey koja se isprva rezervirala za sebe , napokon se sprijateljila sa Scotom ( Petrice Jones ) , a kasnije i s drugim studentom Gabeom ( Griffin Gluck – američka TV serija Vandal itd . ) .	1
Ukupno CUDESNE ZVIJERI : GRINDELWALDOVA ZLODJELA je zanimljiv i zabavan film .	2
Nolan i Joy su ovdje unijeli još jednu značajnu promjenu u odnosu na original – osim samih “ šljakera ” s dna hranidbenog lanca , tj . tehničara i zaštitarske ekipe , tu su i direktori Delosa , ali i tvorac samog parka Robert Ford .	1
Na enormno visok budžet od 170 miliona dolara , film je skupio tek nešto više od 105 miliona , ali male , jako male su šanse da će uopšte i premašiti budžet .	0
Sve misterije koje su neriješene u priči ostavljaju puno prostora za uzbuđenje zbog onoga što će doći u predstojećim nastavcima .	2
Počevši od iznimnog ulaska , dok se hladno spušta na Gettyovu nekretninu nekim Rolling Stonesima .	1
Redatelj : David Yates	1
Neki će se suzdržati od uključivanja Geoffreyja Rusha s obzirom na njegove dobro dokumentirane probleme izvan ekrana .	1
B i H 22.11.2018 .	1
Ova scena imala je svu publiku – mladu i staru – koji su se smijali na svojim mjestima .	2
Osjećao sam da je Jurassic World uvažavao izvorni Jurassic Park ( vjerojatno zbog toga što je imao osjećaj tematskog parka ) , dok je ovdje bio više poput avanturističkog filma .	3
Lego Film 2 ( 2019 )	1
IMDB Ocjena filma : 5.5 / 10	1
Srećom , početak nije reprezentativan za kvalitetu filma u cjelini .	2
Tom je u boli jer su njegova žena i kći poginuli u prometnoj nesreći .	1
I njezina djeca , tinejdžeri Tylera ( Connor Jessup – TV serija Falling Skies itd . )	1
poslana je iz budućnosti kako bi uklonuli naizgled normalnu mladu ženu po imenu Dani Ramos ( Natalia Reyes – TV serija Cumbia Ninja itd ) .	1
Koliko su ga nahvalili , reklamirali i propagirali , tokom odjavne špice shvatio sam da nije bio vrijedan toga .	0
Godina : 2019	1
Uspio je da bude kreativan , zabavan i poštovanje izvornog materijala sve i isto vrijeme .	2
Smatra da je nemoguće odvojiti se od gospodina Percivala .	1
Matthew McConaughey prolazi kroz drastične transformacije da postane Kenny Wells , u kompletu s Potbelly , ćelavi glavu , krivi zube .	1
Dječak oluje je tehnički stručan , opuštajući i jednostavan za gledanje .	2
Mortal Engines	1
Ono što mi se svidjelo u seriji bilo je otkrivanje čarobnih ključeva i uzbuđenje koje je donosilo kad se prikazala funkcija ključeva .	2
Na početku filma , on se pojavljuje očajan i samo se nada dobiti kada se upozna s Richard Acosta .	1
U važnoj ulozi visokog tajkuna John Paul Getty , Donald Sutherland je vrlo impresivan i bez napora dominira postupcima kad god je on na ekranu , uz pomoć snažne skripte i činjenice da je lik prirodno intrigantan .	2
Većina gledatelja će , međutim , od detalja daleko više pažnje staviti na ono što je već duže vremena HBO-v zaštitni znak – eksplicitni seks i golotinja .	0
Zemlja : SAD , Kina	1
Slike plaže i pelikana odjekivat će s djecom , a neke od predstava su emocionalno opipljive .	2
Mogu li Johnny i Bough da završe svoju misiju sa svojom tehnološkom opremom niske razine protiv cyber napada i spasiti Englesku ?	1
Također je u The Handmaid ’ s Tale je Alexis Bledel kao Ofglen , kolega sluškinje koja je mučena da je ona homoseksualna i ima djevojku u Republici , tu je i Max Minghella kao Nick , vozač Freda koji ima osjećaje za Offred , ali se bori s tim osjećajima i potrebom da bude lojalan društvenim pravilima , ako želi živjeti .	1
Ostali glumci su bili previše kratki da bi ostavili dojam , mislio sam da je karakterna transformacija Katherine bila malo nelogična .	0
Lego Batman Film je režirao Chris McKay a producenti Dan Lin , Phil Lord , Christoper Miller i Roy Lee , Will Arnett reprizira svoju ulogu iz Lego filma kao glas Lego Batmana , zvani Bruce Wayne .	1
Bilo je i brojnih sporednih uloga gostujućih zvijezda , poput Aason Ashmore ( TV serija 13 , itd . )	1
Producent : Geoff Johns , Patty Jenkins , Dave Callaham , Geoff Johns , Patty Jenkins , William Moulton Marston	1
Prvi film još je ’ 93 lansirao poznati Spielberg i od tada su uslijedila dva nastavka , naravno ne toliko priznata i popularna kao prvi dio i neko je strpljivo čekao dvadesetodvogodišnjicu imena ” Jurassic Park ” da lansira novi dio , reboot ili šta već ali bilo je jasno da je ovo komercijalzovana priča koja je ima dakle samo jedan primaran cilj .	0
Morao napustiti sve za križarski rat nakon što je bio regrutovan od strane Šerif ( Ben Mendelsohn – Darkest Hour , Bloodline TV serije i sl .	1
Titlovan Trailer :	1
Nažalost , finale je bilo pomalo antiklimaktično ( barem u početku ) , s navodnim velikim iznenađenjem koje se moglo osjetiti kilometrima daleko , ali završetak je dao nešto na što treba paziti i drugačije iznenađenje koje bi trebalo učiniti zanimljivom sezonom.ć	3
B i H 15.11.2018 .	1
Ispostavilo se da je ovaj put , akcijski slijed bio još bolji i nevjerojatniji .	2
Prije smrti 2006 . godine Thiele je smatran jednim od najboljih pisaca Južne Australije .	2
Zgodna naturalistička fotografija Brucea Younga suprotstavlja se hladnim , sivim staklenim oknima današnjih scena .	3
Zbog toga The Handmaid ’ s Tale je priča koja će rezonirati s publikom , bez obzira na vašu tačku gledišta .	1
Kasnije je Wadeu pristupio Colossus ( Stefan Kapičić ) kako bi se pridružio X-Menu i postao pripravnik .	1
Međutim , kad sam stigao do posljednjih epizoda , osjetio sam da tempo postaje mnogo sporiji s fokusom koji se više pomaknuo prema Kinseyjevoj i Tylerovoj priči u školi ( posebno Kinseyevoj kompliciranoj vezi ) .	1
Kaže , “ plaćam poštovanje prema zemlji ” , što je i vrijednost koja se u njega uvlači .	2
Loši školski resursi potaknuli su ga da napiše svoju prvu knjigu , koja se odnosila na geografiju .	1
Sve u svemu , ovo je bila zabavna vožnja , uzbudljiv film sa dinosaurima .	2
Ocjena na IMDb.com mu je solidnih 7,4 / 10 a na Tomatoesima solidnih 71% .	2
Pomalo egocentrično , ne ?	1
Dao nam je razne šale i jedan brod , ismijavajući toliko mnogo stvari koje su svima u publici pružile dobru količinu smijeha .	2
